9.00


# ID - 0001-9999


DECAL_DEF_START


########################
# SPLATTERS
##################################################################################################################################################################################################################################################################
# ID			DIFFUSE MAP						NORMAL MAP						SPECULAR MAP				TEXTURE INFO			SIZE	<-------SPECULAR------>   PARALLAX   	EMISSIVE    TEX_WRAP    USE_ANISO   WASHABLE		UNDERWATER		ROTATE   #
#																											ROW	COL	IDA	IDB	TIME	MULT	FALLOFF	INTNSTY	FRESNEL	STEEP	SCALE	VALUE	    LENGTH	    						CREATE		FADE	CAMERA   #
##################################################################################################################################################################################################################################################################
                                                                                                                                                                                                        
# BLOOD SPLATTERS                                                                                                                                                                                       
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	3   3	0.0		1.2		900.0   0.05	0.97 	1		0.0 	0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	1   1	0.0		1.2		900.0   0.05	0.97 	1		0.0 	0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.2		810.0	0.05	0.97	1		0.0		0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	0   0	0.0		1.1		810.0	0.05	0.97	1		0.0		0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	4   4	0.0		1.0		810.0	0.05	0.97	1		0.0		0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	5   5	0.0		1.2		900.0   0.05	0.97 	1		0.0 	0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.2		900.0   0.05	0.97 	1		0.0 	0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	2   2	0.0		1.2		810.0	0.05	0.97	1		0.0		0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.2		810.0	0.05	0.97	1		0.0		0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist2			fxdecal_splatter_mist2_n		fxdecal_splatter_mist2_s	3   3	0   0	0.0		1.2		900.0   0.05	0.97 	1		0.0  	0.0	    	0.0	    	0	    	0			1			0		0
1010			fxdecal_splatter_mist2			fxdecal_splatter_mist2_n		fxdecal_splatter_mist2_s	3   3	1   1	0.0		1.2		900.0   0.05	0.97 	1		0.0 	0.0	    	0.0	    	0	    	0			1			0		0
